Notes,County,County Code,Year,Year Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,Age Adjusted Rate
,"Garland County, AR",5051,2009,2009,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,11,95840,11.5 (Unreliable),10.9 (Unreliable)
,"Pulaski County, AR",5119,2007,2007,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,11,373403,2.9 (Unreliable),3.0 (Unreliable)
,"Pulaski County, AR",5119,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,376567,3.5 (Unreliable),3.6 (Unreliable)
,"Pulaski County, AR",5119,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,21,380053,5.5,5.7
,"Pulaski County, AR",5119,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,382748,2.6 (Unreliable),2.5 (Unreliable)
,"Pulaski County, AR",5119,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,20,382748,5.2,5.1
,"Saline County, AR",5125,2006,2006,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,10,96661,10.3 (Unreliable),11.4 (Unreliable)
,"Saline County, AR",5125,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,102599,9.7 (Unreliable),10.7 (Unreliable)
,"Sebastian County, AR",5131,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,122946,8.1 (Unreliable),7.9 (Unreliable)
,"Sebastian County, AR",5131,2007,2007,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,11,122946,8.9 (Unreliable),8.9 (Unreliable)
,"Sebastian County, AR",5131,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,123762,9.7 (Unreliable),9.3 (Unreliable)
,"Sebastian County, AR",5131,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,125116,8.8 (Unreliable),9.3 (Unreliable)
,"Alameda County, CA",6001,2006,2006,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,19,1444484,1.3 (Unreliable),1.2 (Unreliable)
,"Alameda County, CA",6001,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,39,1444484,2.7,2.6
,"Alameda County, CA",6001,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,83,1444484,5.7,5.3
,"Alameda County, CA",6001,2006,2006,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,11,1444484,0.8 (Unreliable),0.7 (Unreliable)
,"Alameda County, CA",6001,2007,2007,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,17,1455715,1.2 (Unreliable),1.1 (Unreliable)
,"Alameda County, CA",6001,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,44,1455715,3,2.7
,"Alameda County, CA",6001,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,99,1455715,6.8,6.5
,"Alameda County, CA",6001,2007,2007,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,18,1455715,1.2 (Unreliable),1.1 (Unreliable)
,"Alameda County, CA",6001,2008,2008,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,15,1477208,1.0 (Unreliable),1.0 (Unreliable)
,"Alameda County, CA",6001,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,32,1477208,2.2,2
,"Alameda County, CA",6001,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,88,1477208,6,5.7
,"Alameda County, CA",6001,2008,2008,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,18,1477208,1.2 (Unreliable),1.1 (Unreliable)
,"Alameda County, CA",6001,2009,2009,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,13,1498539,0.9 (Unreliable),0.8 (Unreliable)
,"Alameda County, CA",6001,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,31,1498539,2.1,1.9
,"Alameda County, CA",6001,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,73,1498539,4.9,4.5
,"Alameda County, CA",6001,2009,2009,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,21,1498539,1.4,1.4
,"Alameda County, CA",6001,2010,2010,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,15,1510271,1.0 (Unreliable),0.9 (Unreliable)
,"Alameda County, CA",6001,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,35,1510271,2.3,2.2
,"Alameda County, CA",6001,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,53,1510271,3.5,3.2
,"Alameda County, CA",6001,2010,2010,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,16,1510271,1.1 (Unreliable),1.0 (Unreliable)
,"Amador County, CA",6005,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,38238,26.2 (Unreliable),22.6 (Unreliable)
,"Butte County, CA",6007,2006,2006,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,10,216824,4.6 (Unreliable),4.3 (Unreliable)
,"Butte County, CA",6007,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,216824,6.0 (Unreliable),6.0 (Unreliable)
,"Butte County, CA",6007,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,22,216824,10.1,10.4
,"Butte County, CA",6007,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,217469,8.3 (Unreliable),8.7 (Unreliable)
,"Butte County, CA",6007,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,33,217469,15.2,14.7
,"Butte County, CA",6007,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,219034,5.0 (Unreliable),4.4 (Unreliable)
,"Butte County, CA",6007,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,40,219034,18.3,18.9
,"Butte County, CA",6007,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,219777,5.0 (Unreliable),4.8 (Unreliable)
,"Butte County, CA",6007,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,36,219777,16.4,18.1
,"Butte County, CA",6007,2010,2010,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,11,220000,5.0 (Unreliable),5.2 (Unreliable)
,"Butte County, CA",6007,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,220000,5.5 (Unreliable),5.1 (Unreliable)
,"Butte County, CA",6007,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,51,220000,23.2,24.7
,"Contra Costa County, CA",6013,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,23,1000834,2.3,2.2
,"Contra Costa County, CA",6013,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,26,1000834,2.6,2.6
,"Contra Costa County, CA",6013,2007,2007,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,18,1009152,1.8 (Unreliable),1.7 (Unreliable)
,"Contra Costa County, CA",6013,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,34,1009152,3.4,3.2
,"Contra Costa County, CA",6013,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,23,1009152,2.3,2.1
,"Contra Costa County, CA",6013,2007,2007,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10,1009152,1.0 (Unreliable),1.0 (Unreliable)
,"Contra Costa County, CA",6013,2008,2008,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,16,1023344,1.6 (Unreliable),1.4 (Unreliable)
,"Contra Costa County, CA",6013,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,32,1023344,3.1,3
,"Contra Costa County, CA",6013,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,36,1023344,3.5,3.3
,"Contra Costa County, CA",6013,2008,2008,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,20,1023344,2,1.8
,"Contra Costa County, CA",6013,2009,2009,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,21,1037890,2,1.8
,"Contra Costa County, CA",6013,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,30,1037890,2.9,2.7
,"Contra Costa County, CA",6013,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,28,1037890,2.7,2.5
,"Contra Costa County, CA",6013,2010,2010,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,17,1049025,1.6 (Unreliable),1.5 (Unreliable)
,"Contra Costa County, CA",6013,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,27,1049025,2.6,2.4
,"Contra Costa County, CA",6013,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,33,1049025,3.1,3
,"Contra Costa County, CA",6013,2010,2010,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,11,1049025,1.0 (Unreliable),0.9 (Unreliable)
,"El Dorado County, CA",6017,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,176773,5.7 (Unreliable),4.9 (Unreliable)
,"El Dorado County, CA",6017,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,177694,7.9 (Unreliable),7.5 (Unreliable)
,"El Dorado County, CA",6017,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,177694,8.4 (Unreliable),8.0 (Unreliable)
,"El Dorado County, CA",6017,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,179150,10.0 (Unreliable),10.2 (Unreliable)
,"El Dorado County, CA",6017,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,179150,5.6 (Unreliable),4.4 (Unreliable)
,"El Dorado County, CA",6017,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,180455,10.0 (Unreliable),9.1 (Unreliable)
,"El Dorado County, CA",6017,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16,180455,8.9 (Unreliable),8.4 (Unreliable)
,"El Dorado County, CA",6017,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,181058,5.5 (Unreliable),4.9 (Unreliable)
,"El Dorado County, CA",6017,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,25,181058,13.8,12.4
,"Fresno County, CA",6019,2006,2006,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,19,883862,2.1 (Unreliable),2.3 (Unreliable)
,"Fresno County, CA",6019,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,54,883862,6.1,6.8
,"Fresno County, CA",6019,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,883862,1.4 (Unreliable),1.6 (Unreliable)
